"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","host","controller","HCI_CMD","4","Sent Reset"
"2","0.071696","controller","host","HCI_EVT","7","Rcvd Command Complete (Reset)"
"3","0.072285","host","controller","HCI_CMD","4","Sent Read Buffer Size"
"4","0.074555","controller","host","HCI_EVT","14","Rcvd Command Complete (Read Buffer Size)"
"5","0.074814","host","controller","HCI_CMD","11","Sent Host Buffer Size"
"6","0.075776","controller","host","HCI_EVT","7","Rcvd Command Complete (Host Buffer Size)"
"7","0.076168","host","controller","HCI_CMD","9","Sent Vendor Command 0x0017 (opcode 0xFC17)"
"8","0.077911","controller","host","HCI_EVT","7","Rcvd Command Complete (Vendor Command 0x03FF [opcode 0xFFFF])"
"9","0.078223","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"10","0.078324","host","controller","HCI_CMD","4","Sent Read Local Version Information"
"11","0.086848","controller","host","HCI_EVT","15","Rcvd Command Complete (Read Local Version Information)"
"12","0.087505","host","controller","HCI_CMD","4","Sent Read BD ADDR"
"13","0.089778","controller","host","HCI_EVT","13","Rcvd Command Complete (Read BD ADDR)"
"14","0.090118","host","controller","HCI_CMD","4","Sent Read Local Supported Commands"
"15","0.091092","controller","host","HCI_EVT","71","Rcvd Command Complete (Read Local Supported Commands)"
"16","0.091337","host","controller","HCI_CMD","5","Sent Read Local Extended Features"
"17","0.092119","controller","host","HCI_EVT","17","Rcvd Command Complete (Read Local Extended Features)"
"18","0.092376","host","controller","HCI_CMD","5","Sent Write Simple Pairing Mode"
"19","0.093163","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Simple Pairing Mode)"
"20","0.093429","host","controller","HCI_CMD","6","Sent Write LE Host Supported"
"21","0.100691","controller","host","HCI_EVT","7","Rcvd Command Complete (Write LE Host Supported)"
"22","0.101003","host","controller","HCI_CMD","5","Sent Read Local Extended Features"
"23","0.103421","controller","host","HCI_EVT","17","Rcvd Command Complete (Read Local Extended Features)"
"24","0.103801","host","controller","HCI_CMD","5","Sent Read Local Extended Features"
"25","0.105986","controller","host","HCI_EVT","17","Rcvd Command Complete (Read Local Extended Features)"
"26","0.106372","host","controller","HCI_CMD","4","Sent Vendor Command 0x0153 (opcode 0xFD53)"
"27","0.108450","controller","host","HCI_EVT","15","Rcvd Command Complete (Vendor Command 0x0153 [opcode 0xFD53])"
"28","0.108662","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"29","0.108960","host","controller","HCI_CMD","5","Sent Unknown 0x0c7a"
"30","0.117568","controller","host","HCI_EVT","7","Rcvd Command Complete (Unknown 0x0c7a)"
"31","0.118665","host","controller","HCI_CMD","4","Sent LE Read White List Size"
"32","0.120999","controller","host","HCI_EVT","8","Rcvd Command Complete (LE Read White List Size)"
"33","0.122057","host","controller","HCI_CMD","4","Sent LE Read Buffer Size"
"34","0.124633","controller","host","HCI_EVT","10","Rcvd Command Complete (LE Read Buffer Size)"
"35","0.125074","host","controller","HCI_CMD","4","Sent LE Read Supported States"
"36","0.127347","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Read Supported States)"
"37","0.134050","host","controller","HCI_CMD","4","Sent LE Read Local Supported Features"
"38","0.136721","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Read Local Supported Features)"
"39","0.137072","host","controller","HCI_CMD","12","Sent LE Set Event Mask"
"40","0.138949","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Event Mask)"
"41","0.139170","host","controller","HCI_CMD","12","Sent Set Event Mask"
"42","0.141511","controller","host","HCI_EVT","7","Rcvd Command Complete (Set Event Mask)"
"43","0.142643","host","controller","HCI_CMD","5","Sent Write Inquiry Mode"
"44","0.145535","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Inquiry Mode)"
"45","0.150356","host","controller","HCI_CMD","5","Sent Write Page Scan Type"
"46","0.154251","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Page Scan Type)"
"47","0.154747","host","controller","HCI_CMD","5","Sent Write Inquiry Scan Type"
"48","0.157612","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Inquiry Scan Type)"
"49","0.157821","host","controller","HCI_CMD","7","Sent Write Class of Device"
"50","0.159562","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Class of Device)"
"51","0.159693","host","controller","HCI_CMD","6","Sent Write Page Timeout"
"52","0.160144","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Page Timeout)"
"53","0.160242","host","controller","HCI_CMD","6","Sent Write Default Link Policy Settings"
"54","0.162234","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Default Link Policy Settings)"
"55","0.162459","host","controller","HCI_CMD","4","Sent Vendor Command 0x0153 (opcode 0xFD53)"
"56","0.166006","controller","host","HCI_EVT","15","Rcvd Command Complete (Vendor Command 0x0153 [opcode 0xFD53])"
"57","0.166231","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"58","0.166330","host","controller","HCI_CMD","4","Sent Read Local Name"
"59","0.169594","controller","host","HCI_EVT","255","Rcvd Command Complete (Read Local Name)"
"60","0.172791","host","controller","HCI_CMD","5","Sent Vendor Command 0x0155 (opcode 0xFD55)"
"61","0.175222","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0155 [opcode 0xFD55])"
"62","0.175471","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"63","0.175574","host","controller","HCI_CMD","252","Sent Change Local Name"
"64","0.177716","controller","host","HCI_EVT","7","Rcvd Command Complete (Change Local Name)"
"65","0.177958","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"66","0.180739","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"67","0.180916","host","controller","HCI_CMD","4","Sent LE Rand"
"68","0.187886","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"69","0.188088","host","controller","HCI_CMD","4","Sent LE Rand"
"70","0.193882","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"71","0.194045","host","controller","HCI_CMD","4","Sent LE Rand"
"72","0.203020","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"73","0.203231","host","controller","HCI_CMD","4","Sent LE Rand"
"74","0.212307","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"75","0.212537","host","controller","HCI_CMD","4","Sent LE Rand"
"76","0.220754","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"77","0.221165","host","controller","HCI_CMD","4","Sent LE Rand"
"78","0.228464","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"79","0.228794","host","controller","HCI_CMD","4","Sent LE Rand"
"80","0.235533","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"81","0.235706","host","controller","HCI_CMD","4","Sent LE Rand"
"82","0.241647","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"83","0.244497","host","controller","HCI_CMD","4","Sent LE Rand"
"84","0.251500","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"85","0.251708","host","controller","HCI_CMD","4","Sent LE Rand"
"86","0.257488","controller","host","HCI_EVT","15","Rcvd Command Complete (LE Rand)"
"87","0.257667","host","controller","HCI_CMD","10","Sent LE Set Random Address"
"88","0.258467","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Random Address)"
"89","0.258668","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"90","0.259434","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"91","0.259571","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"92","0.259625","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"93","0.260242","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"94","0.260383","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"95","0.260442","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"96","0.261328","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"97","0.261482","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"98","0.261539","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"99","0.263190","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"100","0.282755","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"101","0.283006","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"102","0.285398","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"103","0.285842","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"104","0.285971","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"105","0.288331","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"106","0.288567","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"107","0.288660","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"108","0.289980","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"109","0.290202","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"110","0.290282","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"111","0.293057","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"112","0.293238","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"113","0.293304","host","controller","HCI_CMD","12","Sent Vendor Command 0x0154 (opcode 0xFD54)"
"114","0.295269","controller","host","HCI_EVT","8","Rcvd Command Complete (Vendor Command 0x0154 [opcode 0xFD54])"
"115","0.295448","controller","host","HCI_EVT","7","Rcvd Command Complete (No Operation)"
"116","0.356145","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"117","0.363300","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"118","0.574329","host","controller","HCI_CMD","6","Sent Write Voice Setting"
"119","0.578134","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Voice Setting)"
"120","0.584681","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"121","0.613810","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"122","0.641987","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"123","0.644822","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"124","1.364356","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"125","1.371874","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"126","1.378050","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"127","1.381676","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"128","1.383396","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"129","1.387979","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"130","1.558309","host","controller","HCI_CMD","8","Sent Write Inquiry Scan Activity"
"131","1.563311","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Inquiry Scan Activity)"
"132","1.565645","host","controller","HCI_CMD","5","Sent Write Scan Enable"
"133","1.570372","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)"
"134","1.574238","host","controller","HCI_CMD","5","Sent Write Scan Enable"
"135","1.578500","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)"
"136","1.862811","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"137","1.865169","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"138","1.892379","host","controller","HCI_CMD","245","Sent Write Extended Inquiry Response"
"139","1.894966","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)"
"140","2.462781","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"141","2.472169","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"142","2.486933","host","controller","HCI_CMD","17","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"143","2.489951","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"144","2.492820","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"145","2.494912","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"146","2.498512","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"147","2.500698","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"148","2.503589","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"149","2.505683","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"150","2.512774","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"151","2.514958","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"152","2.518507","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"153","2.520917","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"154","2.527122","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"155","2.529280","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"156","2.535514","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"157","2.539320","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"158","2.543991","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"159","2.547390","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"160","2.550618","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"161","2.553966","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"162","2.559549","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"163","2.561868","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"164","2.564929","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"165","2.567333","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"166","2.573222","host","controller","HCI_CMD","11","Sent LE Set Scan Parameters"
"167","2.575855","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Parameters)"
"168","2.578009","host","controller","HCI_CMD","6","Sent LE Set Scan Enable"
"169","2.582439","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Enable)"
"170","2.585399","host","controller","HCI_CMD","6","Sent LE Set Scan Enable"
"171","2.591907","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Enable)"
"172","2.599872","host","controller","HCI_CMD","11","Sent LE Set Scan Parameters"
"173","2.606650","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Parameters)"
"174","2.608768","host","controller","HCI_CMD","11","Sent LE Set Scan Parameters"
"175","2.611110","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Parameters)"
"176","2.613238","host","controller","HCI_CMD","6","Sent LE Set Scan Enable"
"177","2.618723","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Enable)"
"178","3.171334","host","controller","HCI_CMD","8","Sent Write Current IAC LAP"
"179","3.176147","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Current IAC LAP)"
"180","3.182209","host","controller","HCI_CMD","5","Sent Write Scan Enable"
"181","3.184324","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)"
"182","3.188433","host","controller","HCI_CMD","5","Sent Write Scan Enable"
"183","3.190568","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)"
"184","3.982931","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"185","3.984768","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"186","3.991899","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"187","3.995890","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"188","4.003170","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"189","4.007316","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"190","4.010768","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"191","4.012634","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"192","4.020304","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"193","4.022426","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"194","4.775296","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"195","4.777436","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"196","4.780540","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"197","4.782266","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"198","4.797252","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"199","4.799646","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"200","4.802470","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"201","4.809587","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"202","4.812206","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"203","4.815078","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"204","4.817596","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"205","4.819482","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"206","4.822064","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"207","4.823812","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"208","4.996343","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"209","5.009549","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"210","5.017720","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"211","5.023434","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"212","5.062889","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"213","5.066048","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"214","5.076299","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"215","5.092161","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"216","5.097945","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"217","5.100905","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"218","5.106997","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"219","5.109942","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"220","5.113544","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"221","5.115611","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"222","5.770400","controller","host","HCI_EVT","39","Rcvd LE Meta (LE Advertising Report)"
"223","5.770706","controller","host","HCI_EVT","28","Rcvd LE Meta (LE Advertising Report)"
"224","6.275017","host","controller","HCI_CMD","5","Sent Write Scan Enable"
"225","6.282520","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)"
"226","6.291753","host","controller","HCI_CMD","5","Sent Write Scan Enable"
"227","6.299989","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)"
"228","6.861214","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"229","6.864028","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"230","6.867581","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"231","6.871647","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"232","6.907461","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"233","6.909530","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"234","6.923025","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"235","6.937129","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"236","6.941230","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"237","6.942986","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"238","6.953571","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"239","6.956040","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"240","6.960574","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"241","6.976163","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"242","7.017465","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"243","7.019921","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"244","7.023763","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"245","7.026654","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"246","7.058826","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"247","7.060902","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"248","7.063731","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"249","7.065263","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"250","7.067953","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"251","7.069754","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"252","7.073737","host","controller","HCI_CMD","15","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"253","7.075692","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"254","7.078207","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"255","7.080094","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"256","8.410936","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"257","8.518049","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"258","8.520709","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"259","8.527038","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"260","8.530002","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"261","8.532246","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"262","8.534785","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"263","8.536979","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"264","8.539719","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"265","8.541503","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"266","8.544661","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"267","8.546421","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"268","8.550592","host","controller","HCI_CMD","6","Sent LE Set Scan Enable"
"269","8.552883","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Enable)"
"270","8.555489","host","controller","HCI_CMD","11","Sent LE Set Scan Parameters"
"271","8.558428","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Parameters)"
"272","8.560425","host","controller","HCI_CMD","11","Sent LE Set Scan Parameters"
"273","8.562724","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Parameters)"
"274","8.564529","host","controller","HCI_CMD","6","Sent LE Set Scan Enable"
"275","8.568535","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Enable)"
"276","8.960984","host","controller","HCI_CMD","6","Sent LE Set Scan Enable"
"277","8.965974","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Enable)"
"278","8.971716","host","controller","HCI_CMD","11","Sent LE Set Scan Parameters"
"279","8.975022","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Scan Parameters)"
"280","8.983803","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"281","8.987059","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"282","8.989331","host","controller","HCI_CMD","7","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"283","8.992585","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"284","9.395334","host","controller","HCI_CMD","6","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"285","9.398260","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"286","9.401951","host","controller","HCI_CMD","17","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"287","9.404216","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"288","9.407285","host","controller","HCI_CMD","20","Sent Vendor Command 0x0157 (opcode 0xFD57)"
"289","9.409685","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])"
"290","9.413516","host","controller","HCI_CMD","11","Sent Vendor Command 0x0157 (opcode 0xFD57)"
