"No.","Time","Source","Destination","Protocol","Length","Info"
"6363","2453.065536","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6364","2453.065753","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6365","2453.069384","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6366","2453.069714","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6367","2453.074633","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6368","2453.074878","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6369","2453.076780","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6370","2453.077513","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6371","2453.077971","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6372","2453.080838","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6373","2453.081176","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6374","2453.084381","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6375","2453.084770","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6376","2453.088781","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6377","2453.089117","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6378","2453.091769","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6379","2453.092204","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6380","2453.095659","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6381","2453.095983","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6382","2453.102922","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6383","2453.103174","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6384","2453.103411","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6385","2453.103500","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6386","2453.103630","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6387","2453.107293","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6388","2453.107616","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6389","2453.110547","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6390","2453.110832","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6391","2453.119564","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6392","2453.119709","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6393","2453.119923","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6394","2453.120072","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6395","2453.121760","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6396","2453.121981","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6397","2453.122931","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6398","2453.125463","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6399","2453.125676","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6400","2453.129336","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6401","2453.129588","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6402","2453.132905","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6403","2453.133136","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6404","2453.136734","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6405","2453.137090","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6406","2453.140419","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6407","2453.140675","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6408","2453.144203","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6409","2453.144473","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6410","2453.145430","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6411","2453.147935","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6412","2453.148155","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6413","2453.152373","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6414","2453.152622","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6415","2453.155434","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6416","2453.155675","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6417","2453.159347","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6418","2453.159630","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6419","2453.163270","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6420","2453.163830","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6421","2453.166811","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6422","2453.167096","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6423","2453.168019","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6424","2453.170583","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6425","2453.170847","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6426","2453.174186","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6427","2453.174430","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6428","2453.177913","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6429","2453.178164","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6430","2453.181769","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6431","2453.182088","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6432","2453.185476","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6433","2453.185810","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6434","2453.189161","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6435","2453.189480","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6436","2453.190387","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6437","2453.192955","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6438","2453.193330","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6439","2453.196879","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6440","2453.197291","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6441","2453.200464","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6442","2453.202005","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6443","2453.205628","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6444","2453.206673","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6445","2453.207935","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6446","2453.208286","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6447","2453.211778","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6448","2453.212539","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6449","2453.213275","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6450","2453.215439","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6451","2453.215704","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6452","2453.219158","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6453","2453.219486","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6454","2453.224124","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6455","2453.224502","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6456","2453.226849","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6457","2453.227232","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6458","2453.230529","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6459","2453.230943","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6460","2453.234185","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6461","2453.234510","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6462","2453.235542","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6463","2453.237950","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6464","2453.238207","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6465","2453.255497","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6466","2453.255829","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6467","2453.255929","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6468","2453.280565","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6469","2453.280830","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6470","2453.284180","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6471","2453.284445","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6472","2453.288088","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6473","2453.288513","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6474","2453.289166","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6475","2453.291706","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6476","2453.291974","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6477","2453.295624","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6478","2453.295869","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6479","2453.299315","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6480","2453.299547","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6481","2453.303205","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6482","2453.303456","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6483","2453.306789","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6484","2453.307410","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6485","2453.310438","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6486","2453.311237","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6487","2453.311697","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6488","2453.314145","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6489","2453.314533","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6490","2453.318031","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6491","2453.318370","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6492","2453.321672","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6493","2453.322170","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6494","2453.325562","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6495","2453.325816","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6496","2453.329200","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6497","2453.329495","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6498","2453.332947","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6499","2453.334220","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6500","2453.334417","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6501","2453.336933","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6502","2453.337514","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6503","2453.340423","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6504","2453.340724","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6505","2453.344232","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6506","2453.344581","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6507","2453.347985","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6508","2453.348381","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6509","2453.351638","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6510","2453.351968","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6511","2453.355418","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6512","2453.355661","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6513","2453.359188","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6514","2453.359695","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6515","2453.360598","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6516","2453.363025","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6517","2453.363257","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6518","2453.366776","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6519","2453.367060","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6520","2453.370556","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6521","2453.370776","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6522","2453.374234","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6523","2453.374547","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6524","2453.378041","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6525","2453.378378","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6526","2453.379184","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6527","2453.381650","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6528","2453.381936","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6529","2453.385314","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6530","2453.385592","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6531","2453.389196","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6532","2453.389538","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6533","2453.392849","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6534","2453.392990","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6535","2453.396748","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6536","2453.396930","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6537","2453.400330","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6538","2453.400462","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6539","2453.401589","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6540","2453.404253","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6541","2453.404473","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6542","2453.408211","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6543","2453.408461","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6544","2453.411641","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6545","2453.411870","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6546","2453.415385","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6547","2453.415550","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6548","2453.419155","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6549","2453.419687","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6550","2453.422944","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6551","2453.423273","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6552","2453.424478","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6553","2453.426772","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6554","2453.427044","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6555","2453.430403","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6556","2453.430608","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6557","2453.434230","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6558","2453.434417","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6559","2453.438084","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6560","2453.438298","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6561","2453.441628","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6562","2453.441796","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6563","2453.445352","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6564","2453.445505","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6565","2453.446683","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6566","2453.449092","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6567","2453.449249","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6568","2453.452877","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6569","2453.453061","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6570","2453.456901","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6571","2453.457164","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6572","2453.460362","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6573","2453.460523","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6574","2453.464091","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6575","2453.464239","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6576","2453.468108","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6577","2453.468338","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6578","2453.469178","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6579","2453.471861","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6580","2453.472173","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","922","Sent [I] End SDU"
"6581","2453.475855","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6582","2453.476387","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1025","Sent [I] Start SDU"
"6583","2453.479550","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6584","2453.480760","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6585","2453.483187","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6586","2453.483780","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6587","2453.487244","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6588","2453.488178","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6589","2453.490707","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6590","2453.491005","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6591","2453.492455","LgElectr_2b:8d:77 (LG K10)","LgElectr_ac:0e:45 (LG K10)","L2CAP","13","Rcvd [S] Receiver Ready"
"6592","2453.494379","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6593","2453.494705","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6594","2453.500483","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6595","2453.500804","LgElectr_ac:0e:45 (LG K10)","LgElectr_2b:8d:77 (LG K10)","L2CAP","1023","Sent [I] Continuation SDU"
"6596","2453.501837","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
