0,1406286000.0,6977.0,4.46703306933e-08,2.42326875109e-09,6.04306421717e-12
1,9242000.0,52.0,4.1358304235e-09,3.20399208734e-09,1.27649087145e-11
2,269972000.0,1008.0,8.55889156632e-09,2.37217189652e-09,5.96023089577e-12
3,875891000.0,7.0,3.90357315521e-09,2.24455456424e-09,0.0
4,1042626000.0,7.0,4.72349497749e-09,3.30644648424e-09,0.0
5,1014569000.0,2066.0,3.61116805547e-09,6.2175577853e-10,1.31172105175e-12
6,143062000.0,37.0,2.7018345784e-09,2.37463993221e-09,0.0
7,5230631000.0,0.0,5.76029200311e-09,5.66097662374e-09,0.0
8,5233525000.0,0.0,3.88476409517e-09,2.5335418012e-09,0.0
9,970989000.0,53.0,3.39581274607e-09,2.1394338231e-09,7.17930813122e-12
10,2911562000.0,14.0,1.34416297229e-08,1.05790604301e-08,0.0
11,553827000.0,14.0,1.71154310752e-09,7.02171531289e-10,0.0
12,1070166000.0,35.0,9.46866250821e-09,6.16416284091e-09,0.0
13,331608000.0,22.0,1.23729629854e-09,1.1524904011e-09,0.0
14,5229610000.0,0.0,1.99301587447e-10,9.96507937236e-11,0.0
15,7663713041.51,2590.23366727,-1.2214455525e-08,1.22847119909e-08,1.24395262054e-11
16,2469324302.44,5924.43221603,-1.62952681467e-08,8.74191753292e-09,3.15222443674e-12
17,5311418995.7,3672.53567279,-2.56154417178e-08,8.02111519642e-09,5.81629198556e-12
18,2145160614.36,9941.11717767,-1.42910914473e-08,5.3528646055e-09,1.05127048598e-11
19,2977201442.17,8821.23294392,-1.71415841884e-08,9.63921270116e-09,1.05224680789e-11
20,5117945756.25,4065.3479271,-8.77824495231e-09,4.58488609447e-09,1.79402461097e-12
21,2728984436.35,3861.44635692,-2.98156587448e-08,1.1407589985e-08,8.88749975507e-12
22,7508015781.25,7281.46583137,-3.17177518214e-08,1.06270969852e-08,1.11381754213e-11
23,2760925952.52,5780.6853445,-2.52402843586e-08,6.11305262561e-09,1.37747203413e-11
24,5104297139.86,5250.02495215,-1.41276128858e-08,1.31443371128e-08,1.00312522705e-11
25,5873551941.48,7207.60525927,1.09781526667e-08,8.99126925527e-09,1.17612660179e-11
26,6326104494.32,2192.26250068,-1.29950837267e-08,1.35356552255e-08,5.09408949948e-12
27,6329193688.56,5004.46015743,-2.39448265056e-08,6.32864882066e-09,7.66852387191e-12
28,3463732481.54,5958.66954639,-1.44173929332e-08,5.26185215374e-09,1.14727986067e-11
29,9412247889.65,5295.39808554,-2.09826789258e-08,1.04564897904e-08,4.73118028705e-12
0,1406286000.0,4.21624590432e-08,4.46703306933e-08,2.42326875109e-09,6.04306421717e-12
1,9242000.0,6.63775253154e-10,4.1358304235e-09,3.20399208734e-09,1.27649087145e-11
2,269972000.0,6.00791274293e-09,8.55889156632e-09,2.37217189652e-09,5.96023089577e-12
3,875891000.0,6.83125302161e-10,3.90357315521e-09,2.24455456424e-09,0.0
4,1042626000.0,1.50293022011e-10,4.72349497749e-09,3.30644648424e-09,0.0
5,1014569000.0,2.71001569292e-09,3.61116805547e-09,6.2175577853e-10,1.31172105175e-12
6,143062000.0,1.83427301653e-10,2.7018345784e-09,2.37463993221e-09,0.0
7,5230631000.0,0.0,5.76029200311e-09,5.66097662374e-09,0.0
8,5233525000.0,0.0,3.88476409517e-09,2.5335418012e-09,0.0
9,970989000.0,3.80503330955e-10,3.39581274607e-09,2.1394338231e-09,7.17930813122e-12
10,2911562000.0,1.7424334826e-09,1.34416297229e-08,1.05790604301e-08,0.0
11,553827000.0,6.14400089878e-10,1.71154310752e-09,7.02171531289e-10,0.0
12,1070166000.0,2.22418246837e-09,9.46866250821e-09,6.16416284091e-09,0.0
13,331608000.0,1.59464080656e-11,1.23729629854e-09,1.1524904011e-09,0.0
14,5229610000.0,0.0,1.99301587447e-10,9.96507937236e-11,0.0
15,5570079840.62,3.61372869341e-08,-1.2487485691e-08,8.6682755862e-09,9.39741466278e-12
16,5623354986.86,7.14658067378e-09,-1.45287342581e-08,6.32729131789e-09,1.21171401051e-11
17,6014528213.81,1.70708840028e-08,8.70945239408e-09,1.03184993733e-08,7.75302706156e-12
18,7401679406.72,2.93520527443e-08,-2.90248180343e-08,9.62428217078e-09,9.52804685809e-12
19,2397925015.69,2.65352756222e-08,-1.75586120016e-08,1.22124562742e-08,7.68639014372e-12
20,4364945783.47,2.82710877641e-08,1.25089992685e-08,5.45070181343e-09,8.92157163471e-12
21,4254355765.39,3.17614754015e-08,-3.25330423705e-08,9.24252439023e-09,1.10205590421e-11
22,6772607992.67,1.79662362325e-08,-1.51918805967e-08,9.55108089011e-09,1.04733818604e-11
23,5245755585.99,4.27217299439e-08,-2.77686272194e-08,1.03956321804e-08,4.50721389887e-12
