0,1406286000.0,4.21624590432e-08,4.46703306933e-08,2.42326875109e-09,6.04306421717e-12,False
1,9242000.0,6.63775253154e-10,4.1358304235e-09,3.20399208734e-09,1.27649087145e-11,False
2,269972000.0,6.00791274293e-09,8.55889156632e-09,2.37217189652e-09,5.96023089577e-12,False
3,875891000.0,6.83125302161e-10,3.90357315521e-09,2.24455456424e-09,0.0,False
4,1042626000.0,1.50293022011e-10,4.72349497749e-09,3.30644648424e-09,0.0,False
5,1014569000.0,2.71001569292e-09,3.61116805547e-09,6.2175577853e-10,1.31172105175e-12,False
6,143062000.0,1.83427301653e-10,2.7018345784e-09,2.37463993221e-09,0.0,False
7,5230631000.0,0.0,5.76029200311e-09,5.66097662374e-09,0.0,False
8,5233525000.0,0.0,3.88476409517e-09,2.5335418012e-09,0.0,False
9,970989000.0,3.80503330955e-10,3.39581274607e-09,2.1394338231e-09,7.17930813122e-12,False
10,2911562000.0,1.7424334826e-09,1.34416297229e-08,1.05790604301e-08,0.0,False
11,553827000.0,6.14400089878e-10,1.71154310752e-09,7.02171531289e-10,0.0,False
12,1070166000.0,2.22418246837e-09,9.46866250821e-09,6.16416284091e-09,0.0,False
13,331608000.0,1.59464080656e-11,1.23729629854e-09,1.1524904011e-09,0.0,False
14,5229610000.0,0.0,1.99301587447e-10,9.96507937236e-11,0.0,False
15,4872635567.93,2.32715474506e-08,-1.18774043885e-08,7.1203558763e-09,5.98568635028e-12,True
16,3599982226.08,2.54259674152e-08,-2.3991815826e-08,9.59063879365e-09,4.76714336815e-12,True
17,6094696859.78,1.52977111947e-08,-1.46732871802e-08,1.25337220378e-08,1.41950937702e-11,True
18,6013617309.22,6.6125759355e-08,-5.50721041097e-09,6.27260742819e-09,5.09292370203e-12,True
19,3175271313.49,1.31346603865e-08,-3.33886372003e-08,6.0344846771e-09,1.26802826675e-11,True
20,4664103017.43,2.9352640613e-08,-1.19782943939e-08,7.39594710951e-09,1.11919062968e-11,True
21,3699509728.97,2.60780989251e-08,-9.22595081551e-10,4.6119876145e-09,1.16727158617e-11,True
22,4091830693.47,3.69371019417e-08,-1.33521682153e-08,8.56634522345e-09,7.69122320304e-12,True
23,954116325.013,1.66118603023e-08,-1.18660242961e-08,9.29897173606e-09,8.537145226e-12,True
24,5747828135.31,2.71936275002e-08,-1.20461867005e-08,4.76150769851e-09,8.21817133829e-12,True
25,3215885670.83,3.83419019829e-08,-1.47606150202e-08,6.88794350971e-09,1.67295009697e-11,True
26,5709345176.73,3.20852765693e-08,-8.03481445012e-09,1.00134475879e-08,1.08967723863e-11,True
27,6303080400.0,5.68309232765e-08,-2.31225812578e-08,1.02070269258e-08,1.2012191385e-11,True
28,1400247115.0,2.47496618774e-08,-5.57607896464e-09,6.03451468718e-09,3.69230459184e-12,True
29,2155474301.73,2.69871205824e-08,-3.14514685707e-08,7.15631729e-09,1.25332100685e-11,True
